,Unnamed: 0,age,job,marital,education,housing,contact,month,day_of_week,duration,previous,poutcome,y,Promotion
6875,6875,1,9,2,6,0,0,5,1,2,0,1,0,No
6876,6876,2,7,1,3,0,1,6,0,4,0,1,0,Yes
6877,6877,2,0,0,3,0,0,0,1,3,1,2,0,Yes
6878,6878,2,1,1,3,0,0,6,4,4,1,2,0,Yes
6879,6879,1,0,2,6,2,0,8,1,2,0,1,0,No
6880,6880,1,7,2,3,2,0,3,0,1,0,1,0,No
6881,6881,3,2,0,5,2,0,6,2,2,2,2,0,No
6882,6882,2,1,0,2,0,0,3,1,3,0,1,0,Yes
6883,6883,2,3,1,1,2,1,6,4,1,0,1,0,No
6884,6884,1,8,2,6,0,0,0,0,3,1,2,1,Yes
6885,6885,3,3,0,7,2,0,3,2,1,0,1,0,No
6886,6886,1,1,1,0,2,0,6,4,2,0,1,0,No
6887,6887,1,0,2,6,2,0,3,4,4,0,1,0,Yes
6888,6888,1,1,1,2,2,1,6,2,2,0,1,0,No
6889,6889,3,1,1,1,0,0,3,4,3,0,1,0,Yes
6890,6890,1,1,1,2,2,0,6,4,3,0,1,0,Yes
6891,6891,2,7,2,3,0,1,4,3,3,0,1,0,Yes
6892,6892,2,1,2,0,0,1,6,2,1,0,1,0,No
6893,6893,2,7,2,2,0,0,6,3,2,0,1,0,No
6894,6894,1,1,1,7,0,1,4,0,1,0,1,0,No
6895,6895,3,9,1,2,2,0,3,2,1,0,1,0,No
6896,6896,2,1,0,0,2,0,3,0,5,0,1,0,Yes
6897,6897,1,9,1,5,2,0,1,4,2,0,1,0,No
6898,6898,1,0,1,1,2,0,6,2,1,0,1,0,No
6899,6899,3,0,1,6,2,0,3,2,1,0,1,0,No
6900,6900,2,0,1,6,2,1,6,2,1,0,1,0,No
6901,6901,2,1,1,2,0,1,6,2,4,0,1,0,Yes
6902,6902,1,7,1,3,0,1,4,0,3,0,1,0,Yes
6903,6903,3,1,1,0,0,1,6,1,2,0,1,0,No
6904,6904,2,1,1,1,0,0,7,4,3,0,1,0,Yes
6905,6905,2,11,2,7,2,1,4,0,1,0,1,0,No
6906,6906,2,1,1,2,2,0,3,0,3,0,1,0,Yes
6907,6907,2,1,2,2,2,0,6,4,2,0,1,0,No
6908,6908,3,1,0,2,2,0,3,3,1,0,1,0,No
6909,6909,2,4,0,6,0,1,4,2,1,0,1,0,No
6910,6910,2,9,0,5,2,0,1,2,1,0,1,0,No
6911,6911,2,0,1,1,0,0,6,1,3,1,2,0,Yes
6912,6912,2,0,1,6,0,0,7,3,4,0,1,0,Yes
6913,6913,1,0,1,6,0,0,5,0,3,0,1,0,Yes
6914,6914,2,6,1,6,0,0,3,1,1,0,1,0,No
6915,6915,3,0,1,3,2,0,1,3,2,0,1,0,No
6916,6916,2,8,1,5,2,0,1,2,1,0,1,0,No
6917,6917,1,9,2,5,2,1,6,1,3,0,1,0,Yes
6918,6918,1,1,1,0,0,0,6,1,1,0,1,0,No
6919,6919,1,1,1,0,0,0,6,3,4,0,1,0,Yes
6920,6920,2,3,0,2,2,0,7,4,1,0,1,0,No
6921,6921,2,7,2,3,0,0,6,2,2,0,1,0,No
6922,6922,2,0,1,6,2,1,7,3,3,0,1,0,Yes
6923,6923,3,4,1,6,0,1,6,1,3,0,1,0,Yes
6924,6924,1,2,2,2,0,1,6,3,3,0,1,0,Yes
6925,6925,1,7,1,3,2,1,6,4,1,0,1,0,No
6926,6926,3,9,1,5,2,0,1,1,3,0,1,0,Yes
6927,6927,2,0,1,6,2,0,7,3,1,0,1,0,No
6928,6928,3,10,1,0,2,0,1,4,1,0,1,0,No
6929,6929,2,1,2,2,0,0,6,4,2,0,1,0,No
6930,6930,3,9,1,5,2,0,3,1,1,0,1,0,No
6931,6931,3,9,1,5,2,0,8,1,4,1,3,1,Yes
6932,6932,3,1,1,0,0,1,4,3,4,0,1,0,Yes
6933,6933,2,4,1,6,0,1,3,0,1,0,1,0,No
6934,6934,3,5,1,6,0,0,1,3,3,1,2,0,Yes
6935,6935,2,0,2,6,0,0,7,4,2,0,1,0,No
6936,6936,1,8,2,7,0,1,6,0,3,0,1,0,Yes
6937,6937,1,4,2,3,0,0,3,3,2,0,1,0,No
6938,6938,2,1,2,2,0,1,6,0,2,1,2,0,No
6939,6939,2,0,2,3,2,0,3,1,3,0,1,0,Yes
6940,6940,3,0,2,3,2,1,3,2,1,0,1,0,No
6941,6941,1,8,2,5,2,0,3,4,5,0,1,1,Yes
6942,6942,2,8,2,7,2,0,8,4,3,2,2,0,Yes
6943,6943,1,1,0,2,2,0,6,4,4,1,2,0,Yes
6944,6944,3,9,1,6,0,0,1,1,3,0,1,0,Yes
6945,6945,2,9,0,5,2,1,6,0,1,0,1,0,No
6946,6946,3,0,0,6,2,0,3,1,4,0,1,0,Yes
6947,6947,1,0,1,3,2,0,6,1,5,0,1,1,Yes
6948,6948,3,7,1,3,2,0,1,0,3,0,1,0,Yes
6949,6949,3,0,1,6,2,0,7,0,2,0,1,0,No
6950,6950,2,1,2,2,2,0,0,1,2,0,1,0,No
6951,6951,3,0,1,6,2,0,1,4,4,0,1,0,Yes
6952,6952,3,0,1,6,2,0,0,1,3,1,2,0,Yes
6953,6953,3,1,1,0,0,0,1,2,1,0,1,0,No
6954,6954,3,9,0,6,0,0,1,3,3,0,1,0,Yes
6955,6955,2,0,2,6,0,0,1,1,4,0,1,0,Yes
6956,6956,2,0,2,3,2,0,6,3,4,0,1,0,Yes
6957,6957,2,1,1,5,0,0,7,3,1,0,1,0,No
6958,6958,3,5,1,3,0,0,2,2,4,0,1,1,Yes
6959,6959,1,0,2,6,1,1,4,1,3,0,1,0,Yes
6960,6960,1,0,1,6,0,0,7,3,2,0,1,0,No
6961,6961,3,5,1,3,2,1,6,1,1,0,1,0,No
6962,6962,3,1,1,2,2,0,3,4,4,0,1,1,Yes
6963,6963,1,0,1,5,0,0,8,3,3,1,3,1,Yes
6964,6964,1,1,1,2,0,0,6,0,3,0,1,0,Yes
6965,6965,1,7,1,2,0,0,7,2,4,0,1,0,Yes
6966,6966,2,4,1,6,2,0,6,2,3,0,1,0,Yes
6967,6967,2,0,2,6,2,1,6,3,1,0,1,0,No
6968,6968,3,6,2,6,2,1,6,1,1,0,1,0,No
6969,6969,1,9,2,5,2,0,3,2,3,0,1,0,Yes
6970,6970,2,7,1,3,0,0,3,2,4,0,1,0,Yes
6971,6971,3,6,0,6,0,0,1,0,2,1,2,0,No
6972,6972,2,7,2,3,0,0,6,4,1,0,1,0,No
6973,6973,2,9,2,5,2,1,6,4,3,0,1,0,Yes
6974,6974,1,8,2,3,0,0,5,2,3,0,1,1,Yes
6975,6975,4,11,1,7,2,0,9,4,1,0,1,0,No
6976,6976,1,1,1,2,2,0,6,4,3,1,3,0,Yes
6977,6977,2,0,1,6,2,0,5,2,4,0,1,1,Yes
6978,6978,1,10,1,2,0,1,4,1,2,0,1,0,No
6979,6979,2,3,1,6,0,0,1,0,3,0,1,0,Yes
6980,6980,2,7,1,2,2,0,6,2,2,0,1,0,No
6981,6981,2,9,1,5,0,0,5,3,2,0,1,0,No
6982,6982,1,1,2,2,2,0,3,3,3,0,1,0,Yes
6983,6983,3,0,1,6,2,1,6,4,3,0,1,0,Yes
6984,6984,3,9,1,1,2,0,3,2,3,1,3,1,Yes
6985,6985,3,5,1,6,2,0,9,4,2,1,2,0,No
6986,6986,2,6,0,6,0,0,7,1,1,0,1,0,No
6987,6987,3,5,1,0,2,0,3,2,4,0,1,0,Yes
6988,6988,3,0,0,6,2,0,3,2,3,0,1,0,Yes
6989,6989,2,9,2,1,0,0,7,4,3,0,1,0,Yes
6990,6990,2,8,2,7,2,0,1,3,3,0,1,0,Yes
6991,6991,1,1,1,1,0,1,6,4,2,0,1,0,No
6992,6992,3,9,1,5,2,0,1,3,1,0,1,1,No
6993,6993,1,9,2,5,2,0,3,3,3,0,1,0,Yes
6994,6994,1,1,2,2,2,0,3,1,4,0,1,0,Yes
6995,6995,3,1,1,0,2,1,6,1,1,0,1,0,No
6996,6996,2,0,1,3,0,1,6,0,4,0,1,0,Yes
6997,6997,4,3,1,0,2,0,7,3,3,0,1,1,Yes
6998,6998,2,0,1,6,0,0,7,4,5,0,1,0,Yes
6999,6999,1,1,1,3,2,1,4,1,1,0,1,0,No
7000,7000,3,6,1,0,0,1,6,3,1,0,1,0,No
7001,7001,2,0,1,2,2,1,4,2,1,0,1,0,No
7002,7002,2,9,1,5,2,0,7,3,1,0,1,0,No
7003,7003,1,7,2,3,2,0,3,1,2,0,1,0,No
7004,7004,2,1,1,0,0,1,4,2,2,0,1,0,No
7005,7005,3,4,1,3,0,0,6,1,3,1,2,0,Yes
7006,7006,1,9,2,5,2,0,1,2,1,0,1,0,No
7007,7007,2,1,1,0,2,1,6,0,2,0,1,0,No
7008,7008,2,3,1,0,0,0,3,2,1,0,1,0,No
7009,7009,2,9,1,6,2,1,6,3,5,0,1,1,Yes
7010,7010,2,7,0,3,2,0,0,3,4,1,3,0,Yes
7011,7011,1,7,1,3,2,0,0,1,1,0,1,0,No
7012,7012,2,7,2,3,2,0,5,0,2,1,3,0,No
7013,7013,2,0,0,3,2,1,4,2,5,0,1,1,Yes
7014,7014,1,3,2,0,0,1,6,2,4,0,1,0,Yes
7015,7015,3,1,1,2,2,0,3,0,2,0,1,0,No
7016,7016,3,0,1,3,0,0,3,3,4,0,1,0,Yes
7017,7017,3,9,1,5,0,0,1,2,4,0,1,0,Yes
7018,7018,2,7,1,3,2,1,6,3,4,0,1,0,Yes
7019,7019,2,4,1,6,0,0,7,4,4,0,1,0,Yes
7020,7020,3,9,1,5,0,0,1,3,3,0,1,0,Yes
7021,7021,1,0,0,6,2,1,4,0,1,0,1,0,No
7022,7022,3,3,1,0,0,0,1,2,2,0,1,0,No
7023,7023,2,0,1,3,2,1,4,2,5,0,1,0,Yes
7024,7024,3,1,1,0,2,1,4,3,3,0,1,0,Yes
7025,7025,3,0,1,6,0,0,7,0,2,1,2,0,No
7026,7026,1,0,2,3,2,0,4,3,1,0,1,0,No
7027,7027,2,1,0,1,2,0,6,4,4,0,1,0,Yes
7028,7028,1,9,1,5,0,1,6,3,2,0,1,0,No
7029,7029,2,0,1,3,2,0,1,3,3,0,1,0,Yes
7030,7030,3,0,0,6,0,0,1,3,2,0,1,0,No
7031,7031,3,9,1,3,2,1,6,2,5,0,1,1,Yes
7032,7032,3,1,1,0,0,1,4,0,2,0,1,0,No
7033,7033,2,1,2,3,0,0,3,2,2,0,1,0,No
7034,7034,1,8,2,7,2,0,6,4,3,0,1,1,Yes
7035,7035,2,0,1,6,0,0,3,4,3,0,1,0,Yes
7036,7036,3,1,0,0,2,1,4,3,4,0,1,0,Yes
7037,7037,2,1,1,0,2,1,6,4,3,0,1,0,Yes
7038,7038,2,0,1,3,0,0,3,0,1,0,1,0,No
7039,7039,3,0,2,7,0,0,6,4,4,0,1,0,Yes
7040,7040,3,10,1,5,0,0,1,2,1,0,1,0,No
7041,7041,2,9,1,5,2,0,3,4,1,0,1,0,No
7042,7042,2,0,2,6,2,1,1,0,1,0,1,0,No
7043,7043,2,1,1,0,0,1,6,0,2,0,1,0,No
7044,7044,2,0,1,6,0,0,1,4,3,0,1,0,Yes
7045,7045,3,1,1,0,2,0,1,4,2,0,1,0,No
7046,7046,2,0,2,3,0,0,3,1,1,0,1,0,No
7047,7047,3,0,2,5,0,1,6,1,2,0,1,0,No
7048,7048,2,9,1,5,2,0,1,4,4,0,1,1,Yes
7049,7049,2,1,1,2,2,0,6,2,3,0,1,0,Yes
7050,7050,2,1,1,5,0,0,7,3,2,0,1,0,No
7051,7051,1,0,2,3,2,0,3,1,5,0,1,0,Yes
7052,7052,2,1,1,6,2,0,0,2,4,0,1,1,Yes
7053,7053,2,0,0,6,0,0,4,4,1,2,3,0,No
7054,7054,3,0,1,6,2,0,1,0,1,0,1,0,No
7055,7055,2,1,1,3,0,1,6,3,1,0,1,0,No
7056,7056,2,0,2,6,0,0,1,0,3,0,1,0,Yes
7057,7057,2,0,1,2,2,1,4,4,1,0,1,0,No
7058,7058,1,9,2,6,0,0,6,0,3,1,2,0,Yes
7059,7059,3,3,1,3,2,1,6,4,1,0,1,0,No
7060,7060,2,11,2,7,2,1,4,4,1,0,1,0,No
7061,7061,2,10,2,2,2,0,7,2,2,0,1,0,No
7062,7062,1,7,2,3,2,0,3,1,1,0,1,0,No
7063,7063,1,8,2,3,2,0,3,3,3,1,2,0,Yes
7064,7064,2,0,1,3,0,0,3,4,3,0,1,0,Yes
7065,7065,3,5,1,3,2,0,8,4,4,0,1,0,Yes
7066,7066,1,0,1,6,2,0,1,1,2,0,1,0,No
7067,7067,2,2,1,1,0,1,6,1,2,0,1,0,No
7068,7068,3,5,1,3,0,0,7,3,4,1,2,0,Yes
7069,7069,1,4,2,6,0,0,7,1,2,0,1,0,No
7070,7070,2,0,1,3,0,0,6,3,2,1,2,0,No
7071,7071,2,9,1,3,0,1,6,2,1,0,1,0,No
7072,7072,3,9,1,5,2,0,7,0,5,0,1,0,Yes
7073,7073,2,4,1,1,2,0,0,2,2,0,1,0,No
7074,7074,2,6,0,7,0,1,6,4,5,0,1,0,Yes
7075,7075,1,9,2,6,2,0,1,4,1,0,1,0,No
7076,7076,2,1,1,0,2,0,7,4,4,0,1,0,Yes
7077,7077,1,9,2,5,2,1,8,0,2,0,1,0,No
7078,7078,2,7,1,3,0,0,0,0,2,1,2,0,No
7079,7079,1,0,2,6,2,1,6,0,4,0,1,0,Yes
7080,7080,1,0,2,6,0,0,8,2,4,0,1,0,Yes
7081,7081,1,9,2,6,2,0,7,0,5,0,1,0,Yes
7082,7082,1,6,2,6,2,1,4,3,5,0,1,1,Yes
7083,7083,2,0,1,1,0,1,6,3,1,0,1,0,No
7084,7084,1,9,1,5,2,0,4,3,3,2,3,0,Yes
7085,7085,3,1,0,0,2,1,6,1,3,0,1,0,Yes
7086,7086,2,1,1,2,1,0,6,3,2,0,1,0,No
7087,7087,4,5,1,0,2,0,7,4,4,1,2,1,Yes
7088,7088,4,5,1,0,2,0,5,1,3,1,2,0,Yes
7089,7089,3,0,1,3,0,0,0,1,2,1,2,0,No
7090,7090,2,1,1,0,2,0,3,4,4,0,1,0,Yes
7091,7091,1,1,2,3,2,0,2,0,3,0,1,0,Yes
7092,7092,2,0,1,3,1,0,6,2,5,1,2,1,Yes
7093,7093,2,1,1,2,0,0,0,0,4,0,1,0,Yes
7094,7094,2,0,1,3,0,1,6,1,3,0,1,0,Yes
7095,7095,2,0,1,3,2,0,6,4,2,1,2,0,No
7096,7096,1,9,1,5,2,0,3,1,3,0,1,0,Yes
7097,7097,1,9,2,5,2,1,6,0,2,0,1,0,No
7098,7098,2,1,1,2,2,0,6,4,3,0,1,0,Yes
7099,7099,2,9,2,5,0,1,6,1,1,0,1,0,No
7100,7100,3,1,1,2,2,0,6,4,3,0,1,0,Yes
7101,7101,3,4,1,7,2,1,6,1,3,0,1,0,Yes
7102,7102,1,7,1,3,2,0,6,1,4,0,1,1,Yes
7103,7103,1,8,2,2,2,0,5,2,3,0,1,0,Yes
7104,7104,2,4,1,2,2,0,7,1,1,0,1,0,No
7105,7105,2,1,2,1,2,1,4,1,1,0,1,0,No
7106,7106,1,7,2,3,0,0,3,2,2,0,1,0,No
7107,7107,2,4,2,6,0,0,8,2,2,0,1,0,No
7108,7108,1,9,2,5,0,0,1,0,2,0,1,0,No
7109,7109,2,7,0,3,0,0,3,3,1,0,1,0,No
7110,7110,2,4,1,3,2,0,3,1,2,0,1,0,No
7111,7111,2,7,1,2,0,1,4,4,1,0,1,0,No
7112,7112,3,10,1,3,2,0,0,2,5,1,3,1,Yes
7113,7113,1,8,2,3,2,0,3,3,4,0,1,0,Yes
7114,7114,2,10,0,3,0,1,4,3,2,0,1,0,No
7115,7115,2,0,2,3,2,0,0,0,1,1,2,0,No
7116,7116,2,9,2,5,2,1,6,0,4,0,1,0,Yes
7117,7117,2,0,2,3,0,0,3,3,2,0,1,0,No
7118,7118,3,0,0,2,0,0,3,1,1,0,1,0,No
7119,7119,1,9,1,3,2,0,1,4,2,0,1,0,No
7120,7120,2,0,1,6,2,0,6,1,3,0,1,0,Yes
7121,7121,3,2,1,5,2,0,3,0,5,0,1,0,Yes
7122,7122,2,10,1,1,0,0,3,4,1,0,1,0,No
7123,7123,1,0,2,3,2,1,3,2,4,0,1,0,Yes
7124,7124,2,4,1,6,2,1,4,0,2,0,1,0,No
7125,7125,3,1,1,3,2,0,6,3,2,0,1,0,No
7126,7126,3,5,1,0,0,1,6,0,3,0,1,0,Yes
7127,7127,3,1,1,0,0,0,1,2,3,0,1,0,Yes
7128,7128,1,9,1,6,0,0,1,1,2,1,2,0,No
7129,7129,1,2,1,6,0,1,3,3,3,0,1,0,Yes
7130,7130,2,0,1,3,0,1,6,1,5,0,1,0,Yes
7131,7131,1,8,2,6,0,0,0,2,3,0,1,0,Yes
7132,7132,2,1,0,2,2,0,6,3,1,0,1,0,No
7133,7133,2,1,1,0,0,1,4,0,2,0,1,0,No
7134,7134,1,7,2,3,0,1,6,3,3,0,1,0,Yes
7135,7135,2,2,1,0,2,1,3,0,1,0,1,0,No
7136,7136,1,7,1,1,0,0,0,0,5,0,1,0,Yes
7137,7137,1,9,1,5,0,0,3,1,4,0,1,0,Yes
7138,7138,1,0,2,3,2,0,6,1,3,1,2,0,Yes
7139,7139,1,9,1,5,2,0,1,1,1,0,1,0,No
7140,7140,3,1,1,2,2,1,6,4,1,0,1,0,No
7141,7141,2,1,1,2,2,0,7,1,2,0,1,0,No
7142,7142,1,2,2,5,0,1,4,4,4,0,1,0,Yes
7143,7143,3,0,2,5,0,0,7,4,3,0,1,0,Yes
7144,7144,2,10,1,5,0,0,1,4,2,0,1,0,No
7145,7145,1,1,1,1,0,1,4,4,1,0,1,0,No
7146,7146,2,0,2,3,0,0,6,0,1,0,1,0,No
7147,7147,1,1,2,2,2,0,3,1,3,0,1,0,Yes
7148,7148,2,0,1,6,2,0,6,4,3,0,1,0,Yes
7149,7149,1,1,1,2,2,0,7,4,2,1,2,0,No
7150,7150,1,10,0,3,0,0,3,0,2,0,1,0,No
7151,7151,1,0,2,6,2,0,2,3,3,0,1,0,Yes
7152,7152,1,9,2,5,2,0,1,3,2,0,1,0,No
7153,7153,3,1,0,3,0,1,6,1,4,0,1,0,Yes
7154,7154,2,9,2,6,2,0,9,0,3,3,3,1,Yes
7155,7155,2,4,0,6,0,0,7,4,3,1,2,0,Yes
7156,7156,2,4,1,1,2,0,3,3,3,0,1,0,Yes
7157,7157,1,0,1,7,0,1,6,3,4,0,1,0,Yes
7158,7158,2,7,1,3,2,0,1,2,2,0,1,0,No
7159,7159,1,1,1,1,0,1,6,2,2,0,1,0,No
7160,7160,1,0,1,3,2,1,7,2,1,0,1,0,No
7161,7161,2,0,1,6,2,0,1,1,3,0,1,0,Yes
7162,7162,3,4,1,0,2,0,7,3,2,2,2,1,No
7163,7163,2,1,1,2,0,1,6,2,4,0,1,0,Yes
7164,7164,2,0,2,6,0,1,6,1,2,0,1,0,No
7165,7165,3,0,0,3,0,1,6,2,1,0,1,0,No
7166,7166,1,0,2,6,0,0,1,1,1,0,1,0,No
7167,7167,2,9,1,5,0,0,6,2,1,0,1,0,No
7168,7168,1,0,2,6,2,0,7,0,3,0,1,0,Yes
7169,7169,4,5,1,0,0,0,3,1,5,0,1,1,Yes
7170,7170,2,7,1,1,2,0,6,0,5,1,2,1,Yes
7171,7171,3,1,1,3,0,1,6,0,2,0,1,0,No
7172,7172,1,9,2,5,0,0,0,1,3,0,1,0,Yes
7173,7173,3,4,1,6,0,1,4,1,1,0,1,0,No
7174,7174,2,1,1,1,0,0,3,4,4,0,1,0,Yes
7175,7175,2,4,1,6,0,0,7,3,1,0,1,0,No
7176,7176,2,9,0,5,1,0,1,4,2,0,1,0,No
7177,7177,2,9,2,5,0,0,3,3,1,0,1,0,No
7178,7178,2,9,2,5,2,0,1,3,3,0,1,0,Yes
7179,7179,2,1,1,2,2,1,4,0,4,0,1,1,Yes
7180,7180,1,0,2,3,2,0,3,2,4,0,1,0,Yes
7181,7181,2,0,1,6,0,1,6,1,1,0,1,0,No
7182,7182,3,3,1,0,0,0,5,2,1,1,2,0,No
7183,7183,2,7,0,3,0,1,4,2,3,0,1,0,Yes
7184,7184,2,2,1,2,0,1,6,4,5,0,1,0,Yes
7185,7185,3,9,1,3,2,1,4,0,2,0,1,0,No
7186,7186,2,7,1,6,2,0,7,3,2,0,1,0,No
7187,7187,1,1,2,3,0,0,6,2,1,0,1,0,No
7188,7188,3,1,1,2,2,1,4,3,2,0,1,0,No
7189,7189,2,7,2,3,0,0,4,1,2,1,2,0,No
7190,7190,3,7,1,3,2,0,1,1,2,0,1,0,No
7191,7191,1,8,2,3,0,1,4,4,2,0,1,0,No
7192,7192,3,1,1,2,0,1,6,4,2,0,1,0,No
7193,7193,2,2,1,6,2,1,7,1,3,0,1,0,Yes
7194,7194,3,4,1,6,0,0,7,4,1,0,1,0,No
7195,7195,2,1,1,2,2,1,4,3,2,0,1,0,No
7196,7196,2,9,2,6,2,0,4,3,1,0,1,0,No
7197,7197,3,4,1,7,2,1,4,2,5,0,1,0,Yes
7198,7198,1,1,2,0,0,1,4,2,4,0,1,1,Yes
7199,7199,2,1,1,1,2,1,6,4,2,0,1,0,No
7200,7200,1,9,2,6,2,1,4,3,1,0,1,0,No
7201,7201,3,9,1,7,2,0,6,3,4,0,1,0,Yes
7202,7202,2,2,1,3,0,0,3,1,2,0,1,0,No
7203,7203,1,9,1,5,2,0,4,3,4,2,2,0,Yes
7204,7204,3,1,1,5,0,1,6,0,2,0,1,0,No
7205,7205,1,6,2,6,2,0,5,0,1,0,1,0,No
7206,7206,1,9,1,5,2,0,3,0,4,0,1,0,Yes
7207,7207,2,4,1,2,2,0,6,1,3,1,2,0,Yes
7208,7208,2,1,1,0,0,0,3,0,2,0,1,0,No
7209,7209,2,1,1,5,2,0,0,3,3,1,2,0,Yes
7210,7210,2,4,1,6,2,0,0,1,2,0,1,1,No
7211,7211,1,0,2,6,2,0,1,4,2,0,1,0,No
7212,7212,2,1,1,0,2,1,6,4,3,0,1,0,Yes
7213,7213,1,0,1,3,2,0,1,4,3,0,1,0,Yes
7214,7214,1,0,2,6,2,1,6,4,4,0,1,0,Yes
7215,7215,3,0,1,2,2,0,3,2,4,0,1,0,Yes
7216,7216,2,0,2,6,2,0,0,0,4,0,1,0,Yes
7217,7217,2,7,1,3,2,0,6,0,1,1,2,0,No
7218,7218,1,0,2,6,0,0,3,1,1,0,1,0,No
7219,7219,2,4,1,6,2,0,7,4,3,0,1,0,Yes
7220,7220,1,0,1,6,2,0,3,2,2,0,1,0,No
7221,7221,3,7,1,3,0,0,6,0,1,0,1,0,No
7222,7222,1,3,1,0,0,1,4,4,4,0,1,0,Yes
7223,7223,1,7,1,3,2,1,6,2,1,0,1,0,No
7224,7224,3,0,1,6,2,0,1,1,2,2,3,1,No
7225,7225,2,7,1,3,0,1,6,4,1,0,1,0,No
7226,7226,3,2,1,6,2,0,1,3,1,1,2,0,No
7227,7227,2,1,1,7,2,0,0,2,4,1,2,0,Yes
7228,7228,2,9,1,5,2,0,1,1,4,0,1,1,Yes
7229,7229,1,1,1,2,0,0,6,2,3,0,1,0,Yes
7230,7230,3,1,1,1,2,1,4,4,1,0,1,0,No
7231,7231,3,0,1,6,0,0,4,1,3,0,1,1,Yes
7232,7232,2,9,1,6,2,0,8,2,1,0,1,0,No
7233,7233,2,0,1,3,0,1,6,4,3,0,1,0,Yes
7234,7234,2,2,1,1,2,0,1,0,2,0,1,0,No
7235,7235,2,4,1,6,2,0,7,3,4,0,1,0,Yes
7236,7236,2,0,0,6,2,1,4,3,3,0,1,0,Yes
7237,7237,3,5,1,3,0,0,1,3,4,0,1,0,Yes
7238,7238,2,4,1,3,2,0,6,3,4,0,1,0,Yes
7239,7239,3,1,1,0,0,1,6,3,3,0,1,0,Yes
7240,7240,3,7,1,0,0,1,6,2,3,0,1,0,Yes
7241,7241,3,10,1,5,0,0,6,4,3,3,3,1,Yes
7242,7242,2,1,1,2,2,0,6,2,4,0,1,0,Yes
7243,7243,3,3,1,0,2,0,8,3,3,1,2,0,Yes
7244,7244,2,0,1,3,2,0,6,2,3,1,2,0,Yes
7245,7245,1,6,1,6,2,1,3,2,1,0,1,0,No
7246,7246,3,0,1,6,0,1,4,3,1,0,1,0,No
7247,7247,2,1,1,0,2,0,3,2,1,0,1,0,No
7248,7248,1,1,0,6,2,1,7,2,1,0,1,0,No
7249,7249,2,0,2,3,2,1,6,4,1,0,1,0,No
7250,7250,3,3,1,0,2,1,1,2,1,0,1,0,No
7251,7251,1,10,2,5,0,0,0,4,3,0,1,0,Yes
7252,7252,3,9,1,0,0,1,4,4,4,0,1,0,Yes
7253,7253,2,1,1,1,2,0,3,0,2,0,1,0,No
7254,7254,2,9,2,5,2,0,6,1,4,0,1,0,Yes
7255,7255,1,0,2,3,1,0,6,0,1,1,2,0,No
7256,7256,3,4,0,6,0,0,6,2,1,0,1,0,No
7257,7257,3,5,1,5,0,0,7,4,3,0,1,0,Yes
7258,7258,3,4,1,6,2,0,7,2,2,0,1,0,No
7259,7259,1,0,2,6,0,0,1,4,1,0,1,0,No
7260,7260,2,7,1,0,2,0,1,3,3,0,1,0,Yes
7261,7261,2,0,0,3,0,1,4,1,1,0,1,0,No
7262,7262,2,0,2,6,2,0,6,4,2,0,1,0,No
7263,7263,2,1,1,0,2,0,6,2,4,1,2,0,Yes
7264,7264,2,0,2,3,0,1,6,4,4,0,1,0,Yes
7265,7265,2,0,1,3,1,1,6,0,1,0,1,0,No
7266,7266,3,9,1,3,2,1,6,3,5,0,1,1,Yes
7267,7267,1,8,2,2,2,0,2,3,2,0,1,0,No
7268,7268,2,4,1,6,0,0,1,4,1,0,1,0,No
7269,7269,2,7,1,3,0,1,6,1,1,0,1,0,No
7270,7270,2,0,2,3,0,1,4,4,1,0,1,0,No
7271,7271,2,6,0,6,2,1,3,1,2,0,1,0,No
7272,7272,1,0,0,3,0,1,6,2,1,0,1,0,No
7273,7273,2,0,1,6,0,0,3,3,4,0,1,0,Yes
7274,7274,1,0,2,6,0,0,1,1,1,0,1,0,No
7275,7275,3,11,1,0,2,0,3,2,4,0,1,0,Yes
7276,7276,3,0,1,6,0,1,6,3,2,0,1,0,No
7277,7277,2,9,1,6,2,0,4,3,3,0,1,1,Yes
7278,7278,1,0,2,6,0,1,4,4,3,0,1,0,Yes
7279,7279,2,0,2,6,2,0,6,1,2,0,1,0,No
7280,7280,2,1,1,3,0,1,6,3,2,0,1,0,No
7281,7281,2,9,2,5,1,1,6,4,1,0,1,0,No
7282,7282,1,0,2,6,2,0,6,3,1,0,1,0,No
7283,7283,1,1,2,0,2,0,3,0,1,0,1,0,No
7284,7284,2,1,2,0,0,0,3,2,4,0,1,0,Yes
7285,7285,1,1,1,0,2,1,6,4,2,0,1,0,No
7286,7286,1,1,2,0,2,0,3,3,1,0,1,0,No
7287,7287,2,0,2,6,1,0,4,2,1,0,1,0,No
7288,7288,3,3,0,1,2,1,4,4,1,0,1,0,No
7289,7289,2,0,1,6,2,1,3,2,3,0,1,0,Yes
7290,7290,2,6,1,2,2,0,6,4,2,1,2,0,No
7291,7291,1,1,2,3,2,0,6,4,4,0,1,1,Yes
7292,7292,3,5,1,0,0,1,1,2,1,0,1,0,No
7293,7293,3,5,1,6,0,0,3,4,5,0,1,1,Yes
7294,7294,1,7,2,3,2,0,7,0,1,0,1,0,No
7295,7295,1,0,1,6,2,1,6,4,3,0,1,0,Yes
7296,7296,3,9,1,5,0,0,1,4,4,0,1,0,Yes
7297,7297,2,0,2,3,2,0,7,0,1,1,2,0,No
